name,author,price,original price,pages,publisher,publish type,publish date,available numbers,detail_url
['How Full Is Your Bucket? Anniversary Edition'],"
Rath,Tom",34.29,40.39,708,['CAREERCUP                     '],Hardcover,01/07/2015,['65 copies available'],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781595620033
"[""What Got You Here Won't Get You There: How Successful People Become Even More Successful""]","
Goldsmith,Marshall",45.48,53.58,296,['MARINER BOOKS                 '],Hardcover,26/04/2016,['10 copies available'],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781401301309
['Bullshit Jobs: A Theory'],"
Graeber,David",38.9,45.82,112,['HACHETTE AUDIO PA             '],Hardcover,08/03/2000,['12 copies available'],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781501143311
['The Outward Mindset: Seeing Beyond Ourselves'],"
ArbingerInstitute",22.02,27.57,288,['HUMANIX BOOKS                 '],Paperback,18/12/2018,[],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781626567153
"[""The Startup Owner's Manual: The Step-By-Step Guide for Building a Great Company""]","
Blank,Steve",61.73,72.72,197,['MCGRAW HILL BOOK CO           '],Hardcover,22/05/1988,['22 copies available'],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780984999309
"['How to Make Money in Stocks: A Winning System in Good Times and Bad, Fourth Edition']","
O'Neil,WilliamJ.",31.82,39.83,256,['ADAMS PUB                     '],Paperback,06/11/2018,[],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780071614139
"['Influencer: The New Science of Leading Change, Second Edition (Paperback)']","
Grenny,Joseph",27.54,34.47,158,['ENTREPRENEUR MEDIA            '],Paperback,25/09/2018,['40 copies available'],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780071808866
"['Nudge: Improving Decisions about Health, Wealth, and Happiness']","
Thaler,RichardH.",22.64,28.34,309,['HARPERCOLLINS LEADERSHIP      '],Paperback,16/09/2007,['93 copies available'],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780143115267
['When: The Scientific Secrets of Perfect Timing'],"
Pink,DanielH.",41.26,48.61,275,['RIVERHEAD                     '],Paperback,07/03/2006,['39 copies available'],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780525589334
['The E Myth Revisited'],"
Gerber,MichaelE.",29.06,36.38,316,['RANDOM HOUSE INC              '],Paperback,23/08/2005,[],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780887307287
